COIL_NO,NUMBER_OF_PASSES,PASS_NO,PASS_INPUT_THICKNESS,PASS_OUTPUT_THICKNESS
K510438000,4,3,0.94,0.65
K510438000,4,4,0.65,0.44
K510573000,5,5,0.54,0.38
K4B1190000,5,1,2.8,2.23
K510822000,4,4,0.64,0.44
K510530000,5,1,1.96,1.48
K510409000,4,4,0.94,0.71
K510518000,4,3,0.96,0.66
K4C0389000,6,6,0.73,0.62
K510772000,5,5,0.55,0.4
K510847000,5,2,1.59,1.16
K510847000,5,3,1.16,0.84
K510570000,5,4,0.75,0.54
K510778000,5,1,2.02,1.46
K510778000,5,2,1.44,1.05
K4C1870000,5,3,1.05,0.77
K510532000,6,1,2.08,1.53
K4C1903000,5,5,0.61,0.44
K510496000,4,1,1.97,1.37
K510427000,5,1,2.01,1.37
K510427000,5,2,1.36,0.94
K4C1861000,6,3,1.26,1.05
K4C1861000,6,4,1.02,0.81
K4C1861000,6,5,0.75,0.6
K510603000,7,2,1.76,1.48
K510603000,7,3,1.46,1.2
K510603000,7,4,1.19,0.95
K510935000,6,6,0.41,0.29
K510557000,7,7,0.41,0.31
K511901000,4,4,1.13,0.86
K510637000,6,6,0.53,0.41
K482115000,5,1,2.78,2.21
K482115000,5,2,2.19,1.8
K511450000,6,5,1.21,0.99
K511450000,6,6,0.99,0.82
K511775000,6,5,0.61,0.44
K511635000,6,5,0.56,0.41
K520123000,6,4,0.78,0.57
K4C0305000,6,1,2.05,1.54
K520230000,4,1,2,1.55
K520237000,5,1,2.02,1.53
K520237000,5,2,1.52,1.17
K520250000,5,4,0.9,0.7
K520236000,5,5,0.61,0.45
K510456000,5,1,2.17,1.56
K520051000,3,1,2.49,1.91
K520051000,3,2,1.93,1.49
K512068000,3,1,2.5,1.97
K512068000,3,2,1.92,1.52
K512068000,3,3,1.51,1.16
K520244000,5,4,0.8,0.58
K520244000,5,5,0.57,0.41
K511632000,6,1,1.99,1.56
K511632000,6,2,1.46,1.08
K520653000,7,5,1.17,0.99
K520653000,7,6,0.99,0.84
K520493000,7,2,2,1.65
K520493000,7,3,1.61,1.33
K520493000,7,4,1.32,1.07
K520493000,7,7,0.72,0.62
K520866000,4,4,0.73,0.51
K521183000,4,1,1.98,1.44
K521177000,5,3,1.08,0.79
K521177000,5,4,0.79,0.58
K520737000,6,5,0.56,0.41
K521667000,4,1,2.53,1.92
K521667000,4,2,1.91,1.47
K521682000,5,1,1.97,1.46
K521682000,5,2,1.46,1.09
K521577000,5,5,0.57,0.42
K520931000,4,1,2.05,1.48
K521281000,7,4,1.55,1.3
K521281000,7,5,1.31,1.09
K521281000,7,6,1.1,0.93
K521204000,7,4,2.91,2.49
K521204000,7,5,2.51,2.15
K521204000,7,6,2.14,1.82
K521766000,5,3,1.67,1.35
K521766000,5,4,1.34,1.12
K521766000,5,5,1.1,0.88
K521590100,4,1,2.79,2.13
K521590100,4,2,2.15,1.66
K521113000,6,1,1.99,1.45
K520791000,6,2,1.55,1.2
K520791000,6,3,1.2,0.93
K520791000,6,4,0.94,0.73
K520791000,6,5,0.73,0.56
K520791000,6,6,0.56,0.43
K520985000,5,3,1.09,0.8
K520985000,5,4,0.8,0.59
K520985000,5,5,0.59,0.42
K521318000,8,5,0.96,0.8
K521318000,8,6,0.8,0.69
K521318000,8,7,0.69,0.59
K521318000,8,8,0.59,0.51
K511872000,5,1,1.99,1.43
K521945000,4,2,1.67,1.32
K521945000,4,3,1.29,0.99
K521350000,5,2,1.51,1.1
K521179000,5,1,2.06,1.51
K521179000,5,2,1.48,1.11
K521179000,5,5,0.59,0.44
K521976000,4,1,2.48,1.97
K521152000,5,3,1.09,0.8
K521152000,5,4,0.8,0.58
K521718000,5,5,0.57,0.42
K521869000,5,4,0.99,0.75
K521869000,5,5,0.75,0.56
K521509000,5,1,2.04,1.49
K521509000,5,2,1.47,1.1
K520711000,6,4,0.76,0.55
K520711000,6,5,0.55,0.4
K522014000,5,1,2.51,2.06
K522014000,5,2,2.05,1.66
K521403000,6,1,2.19,1.7
K521403000,6,2,1.69,1.31
K520814000,6,3,1.17,0.9
K520814000,6,4,0.9,0.68
K520838000,6,1,2.03,1.53
K520838000,6,2,1.54,1.18
K520838000,6,3,1.17,0.9
K520838000,6,4,0.89,0.68
K521104000,6,6,0.42,0.31
K521220000,7,1,2.25,1.77
K521220000,7,2,1.73,1.43
K521220000,7,3,1.41,1.14
K520834000,5,1,2,1.48
K520834000,5,2,1.48,1.1
K521446000,8,4,1.28,1.05
K521446000,8,5,1.06,0.86
K521378000,7,7,0.62,0.51
K521277000,7,2,1.77,1.45
K521277000,7,3,1.45,1.19
K521277000,7,4,1.18,0.95
K521277000,7,5,0.95,0.77
K521703000,5,3,1.1,0.83
K521703000,5,4,0.82,0.6
K521271000,5,4,0.81,0.61
K520831000,5,1,1.96,1.48
K521447000,6,1,2.08,1.56
K521447000,6,2,1.51,1.14
K521447000,6,6,0.5,0.37
K521212000,7,1,2.22,1.76
K521212000,7,2,1.75,1.41
K521212000,7,5,0.89,0.71
K521212000,7,6,0.71,0.56
K4C1179000,5,5,0.58,0.43
K4A0902000,7,3,1.6,1.31
K4A0902000,7,4,1.3,1.08
K4A0902000,7,5,1.08,0.89
K4A0902000,7,6,0.89,0.74
K4C1063000,8,6,2.28,1.97
K4C1063000,8,7,1.98,1.71
K4C1063000,8,8,1.72,1.49
K4A1639000,8,1,2.23,1.82
K4A1639000,8,2,1.81,1.5
K4C1278000,6,4,0.96,0.75
K4C1278000,6,5,0.74,0.57
K4C1178000,5,2,1.45,1.09
K4C1178000,5,3,1.08,0.79
K4C1441000,5,4,0.8,0.58
K4C1270000,5,5,0.58,0.41
K4C1698000,4,2,1.36,0.97
K4C1470000,4,2,1.47,1.09
K4C1470000,4,3,1.09,0.79
K4C1785000,5,2,1.46,1.08
K4C1785000,5,3,1.08,0.79
K4C1620000,4,1,1.99,1.47
K4C1620000,4,2,1.47,1.09
K4C1685000,5,3,1.08,0.79
K4C1685000,5,4,0.79,0.58
K4C1468000,6,1,2.2,1.66
K4C1468000,6,2,1.66,1.28
K4C1733000,6,1,2,1.49
K4C1733000,6,2,1.49,1.12
K4C0381000,5,5,0.52,0.37
K4C1130100,5,5,0.56,0.41
K4C1759000,4,3,0.94,0.63
K4C1488000,4,4,0.63,0.41
K4C1464000,4,1,2.21,1.68
K4C1464000,4,2,1.68,1.31
K4C1884000,5,2,1.42,1.03
K4C1884000,5,3,1.03,0.73
K4C1617000,6,3,1.09,0.79
K4C1617000,6,4,0.79,0.58
K510330000,6,1,2.04,1.44
K510330000,6,2,1.45,1.07
K4B2019000,6,2,2.4,2.01
K4B2019000,6,3,1.98,1.64
K4B2019000,6,4,1.64,1.37
K4B0609000,7,4,1.31,1.08
K4B0609000,7,5,1.08,0.89
K4B0609000,7,6,0.89,0.73
K4C1460000,4,1,1.99,1.35
K4C1460000,4,2,1.36,0.93
K510573000,5,2,1.44,1.06
K510573000,5,3,1.06,0.76
K510595000,5,2,1.45,1.06
K510595000,5,3,1.05,0.77
K4B0977000,6,2,2.31,1.91
K4B0977000,6,3,1.91,1.57
K4B0977000,6,4,1.58,1.29
K4B1582000,4,1,2.8,2.25
K4B1567000,5,3,1.84,1.48
K4B1567000,5,4,1.48,1.19
K4B1567000,5,5,1.19,0.95
K4B0935000,5,4,1.39,1.09
K4B0935000,5,5,1.08,0.85
K4B1563000,5,2,2.21,1.78
K4B1563000,5,3,1.79,1.42
K4B1563000,5,4,1.42,1.13
K510437000,4,1,1.97,1.4
K510403000,5,2,1.56,1.15
K4C0374000,5,3,3.93,3.63
K510576000,4,4,0.66,0.45
K510481000,4,1,2,1.38
K510481000,4,2,1.38,0.97
K4C0372000,7,2,4.23,3.6
K4C0372000,7,3,3.61,3.09
K4C0372000,7,4,3.09,2.67
K510567000,5,1,2.01,1.45
K510665000,5,1,2.19,1.58
K510929000,6,3,1.08,0.8
K510929000,6,4,0.81,0.59
K510551000,5,3,1.27,0.93
K510551000,5,4,0.92,0.69
K510788000,5,5,0.61,0.44
K510572000,5,1,2.02,1.45
K510528000,5,1,2.22,1.65
K510498000,6,1,1.99,1.54
K510498000,6,2,1.53,1.22
K4C0146000,5,1,2.85,2.22
K510674000,5,2,1.68,1.3
K510674000,5,3,1.3,1
K510674000,5,4,1,0.76
K510657000,5,5,0.76,0.57
K510833000,6,6,0.41,0.29
K510569000,5,1,1.98,1.45
K521315000,4,1,2.55,2.05
K521315000,4,2,2.05,1.7
K521298000,5,4,0.92,0.68
K520709000,5,1,2.01,1.47
K520079000,7,2,2.3,1.92
K520079000,7,3,1.91,1.6
K520079000,7,4,1.6,1.35
K520079000,7,5,1.36,1.14
K520079000,7,6,1.14,0.96
K520079000,7,7,0.96,0.83
K520653000,7,1,2.56,2.06
K521177000,5,5,0.57,0.41
K521157000,5,3,1.23,0.91
K521157000,5,4,0.91,0.68
K521310000,5,1,2.19,1.64
K521356000,5,2,1.64,1.24
K521356000,5,3,1.25,0.93
K521653000,4,3,1.51,1.16
K521653000,4,4,1.16,0.89
K521562000,4,2,1.44,1.03
K521562000,4,3,1.02,0.73
K521411000,5,3,1.24,0.93
K521411000,5,4,0.94,0.7
K511442000,5,1,5.2,4.36
K511442000,5,2,4.35,3.92
K511442000,5,3,3.92,3.61
K520872000,5,1,2,1.46
K521281000,7,1,2.84,2.3
K521281000,7,2,2.28,1.89
K521281000,7,3,1.89,1.55
K511075000,6,5,1.83,1.6
K511075000,6,6,1.6,1.41
K520741000,7,3,1.4,1.13
K520741000,7,4,1.14,0.93
K521113000,6,5,0.57,0.42
K520789000,5,4,0.81,0.6
K521094000,6,2,1.45,1.07
K521094000,6,3,1.07,0.78
K520710000,6,1,1.97,1.48
K520710000,6,2,1.45,1.05
K522027100,5,1,2.76,2.27
K522027100,5,2,2.28,1.86
K522027100,5,3,1.86,1.51
K522055100,4,3,1.84,1.53
K522055100,4,4,1.51,1.2
K522055100,4,5,1.2,0.96
K522161000,5,5,0.59,0.44
K520928000,6,5,0.74,0.58
K520928000,6,6,0.57,0.44
K521176000,6,6,0.47,0.35
K4B1835000,7,5,1.63,1.4
K4B1835000,7,6,1.39,1.19
K4B1835000,7,7,1.19,1.02
K520932000,8,1,4.78,3.98
K521055000,8,1,4.8,3.98
K521055000,8,2,3.96,3.43
K521896000,5,3,1.09,0.81
K521896000,5,4,0.8,0.59
K522125000,6,1,2.19,1.67
K521924000,5,1,2,1.46
K521924000,5,2,1.46,1.1
K521927000,4,1,1.98,1.47
K521927000,4,2,1.45,1.11
K521247000,6,5,0.58,0.42
K521247000,6,6,0.42,0.3
K521173000,6,1,2.01,1.46
K521173000,6,2,1.45,1.07
K521114000,6,6,0.46,0.34
K521043000,6,1,2,1.48
K521434000,4,1,2.52,2.09
K521434000,4,2,2.05,1.7
K521192000,6,1,1.95,1.5
K521192000,6,2,1.47,1.09
K521192000,6,3,1.09,0.81
K521192000,6,4,0.8,0.58
K521192000,6,5,0.58,0.42
K521860000,6,5,0.56,0.41
K521108000,6,3,1.07,0.77
K521108000,6,4,0.77,0.56
K521227000,6,2,1.47,1.09
K521227000,6,3,1.08,0.79
K521190000,6,3,1.08,0.79
K521190000,6,4,0.79,0.58
K530026000,5,5,0.6,0.44
K521922000,5,3,1.05,0.76
K521922000,5,4,0.76,0.55
K522128000,5,1,2,1.48
K522128000,5,2,1.47,1.11
K522128000,5,3,1.09,0.82
K520945000,5,5,0.66,0.51
K521143000,4,2,1.51,1.16
K521143000,4,3,1.15,0.89
K4C0888000,7,1,3.5,2.87
K4C0888000,7,2,2.86,2.38
K4C0888000,7,3,2.39,2
K4C0888000,7,4,2,1.68
K4C0403000,6,1,5.2,4.27
K4C0403000,6,2,4.24,3.68
K4C0403000,6,3,3.65,3.11
K4C1063000,8,3,3.47,3.02
K4C1063000,8,4,3.02,2.63
K4C1063000,8,5,2.64,2.27
K4C1435000,5,4,0.73,0.52
K4C1298000,5,2,1.48,1.11
K4C1298000,5,3,1.11,0.83
K4C1441000,5,5,0.58,0.42
K4C1454000,5,4,0.81,0.59
K4C1384000,4,2,1.47,1.09
K4C1384000,4,3,1.08,0.79
K4C1197000,5,4,0.74,0.52
K4C1198000,5,4,0.73,0.53
K4C1391000,6,1,1.97,1.55
K4C1626000,5,2,1.45,1.11
K4C1626000,5,3,1.09,0.79
K4C1626000,5,4,0.79,0.58
K4C1335000,5,5,0.59,0.42
K4C1689000,4,4,0.64,0.42
K4C1308000,5,5,0.6,0.44
K4C1487000,5,1,1.98,1.43
K4C1487000,5,2,1.42,1.07
K4C1487000,5,3,1.08,0.75
K4C1487000,5,4,0.74,0.55
K4C1594000,5,1,1.99,1.47
K4C1225000,4,1,2,1.46
K4C1225000,4,2,1.45,1.06
K4C1610000,5,5,0.65,0.47
K4C1571000,5,1,2.18,1.6
K4C1571000,5,2,1.57,1.17
K4C1574000,6,6,0.55,0.41
K4C1533000,6,1,2.19,1.67
K4C1226000,5,4,0.95,0.7
K4C1226000,5,5,0.7,0.51
K4C1251000,5,5,0.68,0.5
K4C1772000,4,1,1.98,1.45
K4C1833000,6,4,0.78,0.58
K491252000,6,6,0.41,0.29
K4C1577000,5,5,0.62,0.44
K4B1858000,6,4,1.58,1.29
K4B1858000,6,5,1.29,1.05
K4B1858000,6,6,1.05,0.86
K4C0005000,4,2,2.26,1.81
K4C0005000,4,3,1.81,1.45
K4C0005000,4,4,1.45,1.16
K4B0646000,6,3,2.57,2.2
K4B0646000,6,4,2.21,1.89
K4B0646000,6,5,1.89,1.63
K4B0646000,6,6,1.61,1.37
K4B0609000,7,1,2.5,1.99
K4B0609000,7,2,1.99,1.6
K4B0609000,7,3,1.59,1.3
K4B0631000,6,1,2,1.54
K4B0631000,6,2,1.54,1.21
K4B0630000,6,6,0.62,0.51
K4C1326000,7,2,2.61,2.27
K4C1326000,7,3,2.28,1.97
K4C1326000,7,4,1.97,1.76
K510436000,6,6,0.54,0.42
K510507000,6,1,2.02,1.54
K510507000,6,2,1.53,1.18
K510670000,7,1,2.27,1.79
K510670000,7,2,1.76,1.43
K510670000,7,3,1.44,1.17
K4C1956000,6,4,1.07,0.84
K4C1956000,6,5,0.84,0.66
K510841000,5,4,0.83,0.59
K510529000,5,1,2.17,1.59
K510529000,5,2,1.59,1.16
K510796000,4,3,0.92,0.63
K510796000,4,4,0.62,0.41
K510566000,5,3,1.11,0.82
K510566000,5,4,0.82,0.61
K510878000,7,6,0.54,0.41
K510521000,5,2,1.42,1.07
K510521000,5,3,1.04,0.76
K511684000,5,2,1.6,1.18
K511684000,5,3,1.18,0.88
K510645000,4,1,1.98,1.36
K510645000,4,2,1.37,0.95
K510645000,4,3,0.94,0.64
K511046000,6,4,1.1,0.89
K512086000,5,3,1.16,0.88
K512086000,5,4,0.88,0.67
K4C0421000,7,1,3.02,2.5
K481986000,6,1,5.2,4.12
K520769000,4,1,2.02,1.42
K521126000,5,1,2.24,1.64
K521126000,5,2,1.63,1.23
K520737000,6,6,0.41,0.3
K521157000,5,1,2.2,1.64
K521157000,5,2,1.62,1.25
K521135000,4,1,1.99,1.43
K521135000,4,2,1.43,1.03
K521526000,4,1,2.05,1.44
K521006000,5,3,1.09,0.8
K521006000,5,4,0.79,0.59
K511337000,7,1,2.21,1.8
K511337000,7,2,1.79,1.46
K521058000,6,2,3.98,3.47
K521058000,6,3,3.47,3.01
K521058000,6,4,3,2.67
K521058000,6,5,2.65,2.33
K521280000,6,1,2.56,2.02
K521280000,6,2,2.01,1.62
K521280000,6,3,1.62,1.32
K521834000,6,5,0.88,0.74
K521834000,6,6,0.74,0.61
K511212000,7,4,1.14,0.99
K511212000,7,5,0.99,0.85
K520741000,7,5,0.93,0.76
K520741000,7,6,0.76,0.62
K521662000,5,3,1.67,1.35
K521662000,5,4,1.35,1.1
K521662000,5,5,1.1,0.89
K521590100,4,3,1.67,1.27
K521590100,4,4,1.27,0.96
K521726100,4,2,2.15,1.66
K521726100,4,3,1.67,1.27
K521726100,4,4,1.27,0.96
K521094000,6,1,1.98,1.47
K511871000,6,2,1.67,1.29
K511871000,6,3,1.29,1
K511871000,6,4,1,0.77
K521869000,5,6,0.56,0.42
K521966100,4,3,1.86,1.5
K521966100,4,4,1.51,1.21
K521403000,6,3,1.3,1
K521403000,6,4,1,0.76
K521271000,5,2,1.47,1.09
K521271000,5,3,1.1,0.83
K521110000,6,1,1.95,1.47
K521110000,6,2,1.45,1.05
K520829000,5,2,1.44,1.04
K520829000,5,3,1.04,0.75
K520829000,5,4,0.75,0.54
K520829000,5,5,0.53,0.39
K521097000,6,1,1.99,1.49
K521493000,5,1,2.22,1.62
K521493000,5,2,1.6,1.18
K511423000,6,4,0.82,0.6
K511423000,6,5,0.6,0.44
K511423000,6,6,0.44,0.31
K522058100,5,4,1.51,1.21
K522058100,5,5,1.21,0.95
K522038100,4,2,2.26,1.86
K522038100,4,3,1.86,1.5
K522038100,4,4,1.51,1.21
K522015100,4,5,1.22,0.96
K522026100,4,1,2.75,2.28
K522092000,5,3,1.65,1.34
K522092000,5,4,1.33,1.09
K522092000,5,5,1.07,0.87
K520928000,6,1,2.04,1.56
K520928000,6,2,1.55,1.22
K521738000,6,3,1.14,0.86
K521738000,6,4,0.86,0.64
K521738000,6,5,0.64,0.48
K521723000,6,3,1.26,0.95
K521723000,6,4,0.96,0.71
K521723000,6,5,0.71,0.53
K521723000,6,6,0.53,0.38
K521889000,5,5,0.51,0.35
K522079000,5,4,0.73,0.52
K522079000,5,5,0.51,0.36
K521669000,6,4,1,0.75
K521669000,6,5,0.76,0.58
K521441000,4,1,2.23,1.71
K521132000,6,1,1.93,1.49
K521182000,5,1,2.01,1.45
K521073000,6,1,1.99,1.5
K521073000,6,2,1.49,1.11
K521073000,6,3,1.11,0.83
K521073000,6,4,0.84,0.62
K521073000,6,5,0.62,0.47
K520955000,8,2,3.02,2.61
K520955000,8,3,2.62,2.28
K520955000,8,4,2.3,2.01
K4C1273000,5,1,2.16,1.61
K4C1792000,5,1,1.98,1.46
K4C1792000,5,2,1.45,1.07
K4C1385000,6,1,1.98,1.5
K4C1385000,6,2,1.51,1.15
K4C1537000,5,3,1.17,0.83
K4C1537000,5,4,0.83,0.59
K4A1494000,8,4,2.09,1.79
K4A1494000,8,5,1.81,1.55
K4B0728000,4,1,2.8,2.32
K4B0728000,4,2,2.32,1.9
K4B0728000,4,3,1.89,1.61
K4C1096100,5,4,0.77,0.55
K4C1380000,6,1,2.06,1.46
K4C1380000,6,2,1.46,1.09
K4C1380000,6,5,0.6,0.44
K4C1932000,4,3,1.03,0.72
K4C1376000,6,5,0.58,0.43
K4C0742000,6,1,2.24,1.77
K4C1696000,5,4,0.78,0.57
K4C1696000,5,5,0.56,0.41
K4C1829000,5,1,2.02,1.5
K4C1346000,5,1,2.03,1.47
K4C1346000,5,2,1.47,1.09
K4C0932000,7,6,0.68,0.55
K4C0932000,7,7,0.53,0.42
K4C1898000,5,5,0.66,0.48
K4C1943000,5,1,2.22,1.63
K4C1434000,5,5,0.58,0.42
K4C1463000,5,1,2,1.46
K4C1463000,5,2,1.46,1.08
K4B1940000,6,6,1.14,0.98
K4B0612000,7,7,0.73,0.62
K4B1840000,4,1,2.78,2.25
K4B1870000,4,3,1.82,1.46
K4B1870000,4,4,1.46,1.17
K4B1593000,5,5,1.12,0.9
K4B2040000,4,2,2.2,1.76
K4B2040000,4,3,1.75,1.43
K4B2040000,4,4,1.43,1.16
K510591000,5,1,1.99,1.48
K510591000,5,4,0.82,0.61
K510591000,5,5,0.61,0.44
K510475000,6,6,0.61,0.48
K510448000,5,1,1.99,1.51
K4C1621000,5,1,2.02,1.45
K4C1621000,5,2,1.44,1.05
K4C1621000,5,3,1.05,0.76
K510452000,6,5,0.58,0.43
K510499000,5,3,1.08,0.79
K510499000,5,4,0.79,0.57
K510844000,5,5,0.59,0.41
K4C0609000,6,1,2.23,1.76
K4C0609000,6,2,1.77,1.44
K4C0404000,6,4,3.07,2.65
K510662000,6,3,1.07,0.8
K510662000,6,4,0.8,0.59
K510526000,6,1,2.19,1.69
K510526000,6,2,1.69,1.33
K510509000,5,2,1.44,1.05
K510509000,5,3,1.05,0.76
K510938000,6,6,0.43,0.31
K511515000,6,2,1.49,1.12
K511515000,6,3,1.12,0.83
K510755000,5,3,1.09,0.79
K510846000,2,1,2.13,1.6
K511514000,7,7,0.39,0.29
K511521000,6,2,1.47,1.09
K511521000,6,3,1.09,0.8
K511521000,6,4,0.8,0.59
K511615000,4,3,0.95,0.65
K511936000,4,2,1.59,1.17
K511936000,4,3,1.16,0.83
K511688000,5,1,2.18,1.59
K4C0207000,7,2,2.66,2.25
K4C0207000,7,3,2.26,1.91
K4C0207000,7,4,1.91,1.62
K511128000,6,1,2.03,1.54
K511128000,6,2,1.54,1.22
K511128000,6,3,1.22,0.96
K4C1520000,8,7,0.78,0.62
K511575000,6,6,0.55,0.42
K510789000,5,4,0.8,0.58
K510789000,5,5,0.58,0.42
K511686000,6,1,2.2,1.71
K511577000,6,2,1.66,1.26
K511577000,6,3,1.26,0.95
K511555000,6,1,2.82,2.22
K511555000,6,2,2.23,1.81
K520068000,6,2,2.01,1.63
K520068000,6,3,1.62,1.34
K520068000,6,4,1.34,1.08
K530029000,5,4,1.34,1.07
K530029000,5,5,1.07,0.86
K521563000,4,1,1.99,1.43
K521563000,4,2,1.42,1.05
K522126000,4,1,2,1.46
K520738000,6,6,0.4,0.29
K520944000,6,1,1.99,1.46
K520944000,6,2,1.45,1.05
K521247000,6,1,2.01,1.48
K521247000,6,2,1.47,1.11
K521247000,6,3,1.09,0.79
K521596000,6,1,2,1.49
K521585000,6,1,2.2,1.69
K521585000,6,2,1.67,1.29
K521173000,6,5,0.57,0.41
K521163000,6,4,0.83,0.62
K521163000,6,5,0.62,0.46
K521172000,6,1,1.99,1.5
K521172000,6,2,1.49,1.11
K521860000,6,3,1.07,0.78
K521860000,6,4,0.77,0.57
K521860000,6,6,0.41,0.3
K521200000,6,4,0.78,0.57
K521200000,6,5,0.56,0.41
K521174000,6,2,1.44,1.08
K521883000,6,3,1.08,0.8
K521883000,6,4,0.8,0.58
K521180000,6,1,2,1.47
K521180000,6,2,1.48,1.09
K521180000,6,3,1.09,0.8
K521180000,6,4,0.8,0.58
K530026000,5,3,1.1,0.82
K530026000,5,4,0.83,0.6
K521020000,6,5,0.91,0.74
K521020000,6,6,0.75,0.62
K521705000,7,1,2.18,1.74
K521705000,7,2,1.74,1.4
K521705000,7,3,1.4,1.14
K521137000,4,1,1.99,1.42
K521218000,4,1,2.01,1.46
K530437000,5,5,1.14,0.96
K530406000,5,1,2.51,2.04
K530271000,7,5,0.97,0.76
K530271000,7,6,0.77,0.62
K521102000,6,5,0.57,0.42
K530506000,5,2,1.44,1.1
K530506000,5,3,1.09,0.8
K521550000,5,4,0.8,0.58
K521550000,5,5,0.58,0.42
K530262000,4,1,1.99,1.37
K521553000,6,4,0.93,0.71
K521553000,6,5,0.72,0.55
K530240000,5,1,2.02,1.46
K521717000,5,3,1.03,0.75
K521717000,5,4,0.74,0.54
K521717000,5,5,0.53,0.38
K530419000,4,1,2.01,1.57
K521302000,5,5,3.3,3.07
K530077000,5,1,2.02,1.47
K530077000,5,2,1.46,1.09
K530604000,4,1,2.49,1.96
K530604000,4,2,1.92,1.5
K530604000,4,3,1.49,1.14
K530604000,4,4,1.14,0.88
K530737000,4,4,1.14,0.87
K530717000,4,2,1.92,1.47
K530717000,4,3,1.46,1.13
K530717000,4,4,1.12,0.86
K530521000,6,5,0.56,0.4
K530521000,6,6,0.4,0.28
K530158000,7,5,0.93,0.75
K530158000,7,6,0.76,0.61
K530748000,5,1,2.02,1.48
K530748000,5,2,1.48,1.11
K530805000,1,3,1.08,0.8
K521131000,6,3,1.08,0.79
K530739000,4,2,1.47,1.1
K530739000,4,3,1.1,0.82
K530216000,7,1,2.21,1.78
K530216000,7,2,1.76,1.43
K530216000,7,3,1.44,1.17
K530353000,7,1,2.21,1.76
K530353000,7,2,1.74,1.4
K530353000,7,3,1.4,1.12
K530250000,7,7,0.65,0.54
K530831000,5,5,0.59,0.43
K530822000,5,2,1.44,1.05
K530822000,5,3,1.05,0.76
K530822000,5,5,0.54,0.39
K530802000,4,1,2.01,1.41
K530802000,4,2,1.39,0.97
K530802000,4,3,0.96,0.66
K4A0903000,7,1,2.48,1.99
K4A0903000,7,2,1.98,1.6
K4A0903000,7,5,1.08,0.89
K4A0903000,7,6,0.89,0.73
K4B0807000,6,1,2.22,1.78
K4C1275000,5,5,0.75,0.57
K4C1313000,6,4,1.03,0.8
K4C1313000,6,5,0.8,0.62
K4C1224000,6,1,2.01,1.47
K4C1224000,6,2,1.47,1.08
K4C1297000,5,4,0.78,0.57
K4C1297000,5,5,0.56,0.41
K4C1465000,5,1,2,1.47
K4C1465000,5,2,1.46,1.09
K4C1498000,4,1,1.99,1.37
K4C1498000,4,2,1.37,0.94
K4C1217000,6,4,0.77,0.57
K4C1303000,4,4,0.66,0.45
K4C1703000,4,3,0.94,0.65
K4C1703000,4,4,0.65,0.44
K4C1787000,4,3,0.94,0.66
K4C1587000,4,1,2.03,1.37
K4C1587000,4,3,0.94,0.66
K4C1587000,4,4,0.65,0.45
K4C1541000,5,5,0.65,0.45
K4C1687000,5,1,1.98,1.48
K4B1761000,6,2,2.3,1.91
K4B1761000,6,3,1.91,1.58
K4B1761000,6,4,1.58,1.28
K4C1779000,5,5,0.57,0.42
K4C0002000,4,4,1.45,1.16
K4B2072000,4,1,2.83,2.32
K4C0679000,8,7,0.76,0.64
K510507000,6,3,1.18,0.92
K510507000,6,4,0.91,0.7
K510401000,6,5,0.56,0.42
K4C1980000,7,5,0.95,0.77
K4C1980000,7,6,0.76,0.62
K510530000,5,5,0.57,0.42
K510447000,4,1,2,1.35
K510447000,4,2,1.36,0.96
K510649000,4,3,0.93,0.64
K510649000,4,4,0.62,0.41
K510518000,4,4,0.66,0.44
K510844000,5,1,2.22,1.58
K510844000,5,2,1.58,1.16
K510779000,4,3,0.93,0.64
K510779000,4,4,0.63,0.41
K4B1187000,7,1,3.02,2.49
K4B1187000,7,2,2.46,2.1
K4A0768000,8,1,2.52,2.01
K4A0768000,8,2,2.02,1.63
K4C0406000,6,4,3.11,2.66
K4C0406000,6,5,2.67,2.27
K4C0406000,6,6,2.27,1.94
K510823000,5,5,0.55,0.39
K510509000,5,5,0.54,0.38
K510480000,5,4,0.92,0.68
K510480000,5,5,0.68,0.49
K510939000,6,4,0.8,0.59
K510532000,6,5,0.71,0.55
K510531000,5,1,2.03,1.46
K510531000,5,2,1.46,1.08
K510584000,5,4,0.78,0.58
K510584000,5,5,0.67,0.47
K510479000,6,4,0.98,0.74
K510400000,7,4,0.9,0.68
K510400000,7,5,0.68,0.52
K510400000,7,6,0.51,0.39
K510541000,5,2,1.48,1.11
K510541000,5,3,1.11,0.82
K4C1762000,5,5,0.6,0.44
K511040000,7,1,2.02,1.59
K511040000,7,2,1.61,1.31
K511300000,6,2,1.55,1.2
K511300000,6,3,1.21,0.95
K511048000,6,3,1.36,1.09
K511048000,6,4,1.1,0.89
K511048000,6,5,0.89,0.73
K481986000,6,2,4.12,3.45
K511634000,6,4,0.8,0.58
K511634000,6,5,0.58,0.42
K511643000,6,3,1.2,0.96
K511643000,6,4,0.94,0.73
K510768000,7,1,2.26,1.79
K510768000,7,2,1.79,1.47
K4C0376000,8,1,3.21,2.72
K4C0376000,8,2,2.69,2.29
K4C0376000,8,3,2.3,1.98
K4C0376000,8,6,1.51,1.32
K4C0376000,8,7,1.32,1.16
K4C0376000,8,8,1.15,1.02
K4C0455000,8,1,3.19,2.72
K521031000,5,5,0.73,0.55
K520780000,5,1,2.01,1.48
K520739000,6,3,1.1,0.8
